PLANT,Sanskrit/Ayurvedic Names,plant part,COMPOUND,pubchem ID,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic,cancer type,Toxicity (LD50)mg/kg,Prediction,PROTEIN TARGET,DOI NUMBER
Phyllanthus amarus,Bhumyamlaki (Amla),leaf and shoot,geraniin,3001497,Molecule 32,O=C1C=C2C3(O1)CC(C(C2)N1C3CCC1)O,C12H15NO3,221.25,16,0,0.75,0,4,1,60.16,49.77,1.79,-0.17,-0.17,0.92,0.6,0.59,-1.1,1.74E+01,7.86E-02,Very soluble,-0.42,8.41E+01,3.80E-01,Very soluble,-0.65,5.00E+01,2.26E-01,Soluble,High,No,Yes,No,No,No,No,No,-7.77,0,0,0,0,0,0.55,0,0,1,4.43,,300,inactive,"We found that geraniin treatment for 48 h significantly (P < 0.05) impaired the phosphorylation of STAT3 and reduced the expression of downstream target genes Bcl-xL, Mcl-1, Bcl-2, and cyclin D1. Exposure to geraniin led to a concentration-dependent decline in cell viability and increase in apoptosis in glioma cells, but had no significant impact on the viability of normal human astrocytes. Measurement of caspase-3 activity showed that geraniin-treated U87 and LN229 cells showed a 1.8–2.5-fold higher caspase-3 activity than control cells. Overexpression of constitutively active STAT3 significantly (P < 0.05) reversed geraniin-mediated growth suppression and apoptosis, which was accompanied by restoration of Bcl-xL, Mcl-1, Bcl-2, and cyclin D1 expression. In an xenograft tumor mouse model, geraniin treatment significantly retarded tumor growth and induced apoptosis. Western blot analysis confirmed the suppression of STAT3 phosphorylation in glioma xenograft tumors by geraniin.overexpression of constitutively active STAT3 significantly rescued the viability of glioma cells exposed to geraniin. Moreover, geraniin treatment significantly suppressed the phosphorylation of STAT3 in glioma xenograft tumors. Previous studies have demonstrated that pharmacological inhibition of STAT3 activation causes cytotoxic effects against glioma cells","PMCID: PMC5595748
PMID: 28374108"
,,shoots,AMARIIN,5482103,Molecule 33,O=C(c1cc(O)c(c(c1)O)O)OC1OC2COC(=O)c3cc(O)c(c4c3C3C(=CC(=O)C(C3(O)O)(O4)O)C(=O)OC3C1OC(=O)c1cc(O)c(c4c1C1C(=CC(=O)C(O4)(C1(O)O)O)C(=O)OC23)O)O,C41H28O28,968.64,69,18,0.29,3,28,13,203.94,456.32,-0.06,-3.28,-3.85,-4.07,-4.04,-3.06,-3.77,1.63E-01,1.68E-04,Soluble,-5.73,1.80E-03,1.86E-06,Moderately soluble,-0.21,5.97E+02,6.17E-01,Soluble,Low,No,Yes,No,No,No,No,No,-14.54,3,4,1,1,6,0.17,1,3,1,8.79,,620,inactive,***,
,,plant,AMARULONE,135511056,Molecule 34,O=C1Oc2c3C4C(C1)C(=O)Oc1cc(cc(c1O)O)C(=O)OC1C5C(OC4=O)C(C(COC(=O)c3cc(c2O)O)O1)OC(=O)c1cc2nc3ccccc3nc2c(c1c1c(C(=O)O5)cc(O)c(c1)O)O,C46H28N2O22,960.71,70,32,0.2,0,24,7,224.6,360.72,0.98,2.59,2.75,0.23,0.76,1.46,-7.77,1.65E-05,1.71E-08,Poorly soluble,-9.81,1.47E-07,1.53E-10,Poorly soluble,-7.62,2.30E-05,2.40E-08,Poorly soluble,Low,No,Yes,No,No,No,No,No,-10.32,3,3,1,1,5,0.17,1,4,1,8.79,,300,inactive,***,
,,shoots,CORILAGIN,73568,Molecule 35,OC1C2COC(=O)c3cc(O)c(c(c3c3c(C(=O)OC1C(C(O2)OC(=O)c1cc(O)c(c(c1)O)O)O)cc(O)c(c3O)O)O)O,C27H22O18,634.45,45,18,0.22,3,18,11,141.85,310.66,2.03,0.07,-0.3,-2.42,-2.15,-0.55,-3.92,7.70E-02,1.21E-04,Soluble,-6.15,4.52E-04,7.12E-07,Poorly soluble,-0.51,1.95E+02,3.07E-01,Soluble,Low,No,Yes,No,No,No,No,No,-10.12,3,2,1,1,4,0.17,1,2,1,6.66,,2260,Inactive,"Corilagin has shown inhibitory activity against the growth of numerous cancer cells by prompting cell cycle arrest at the G2/M phase and augmented apoptosis. Corilagin-induced apoptosis and autophagic cell death depends on production of intracellular reactive oxygen species in breast cancer cell line. It blocks the activation of both the canonical Smad and non-canonical extracellular-signal-regulated kinase/Akt (protein kinase B) pathways. The potential apoptotic action of corilagin is mediated by altered expression of procaspase-3, procaspase-8, procaspase-9, poly (ADP ribose) polymerase, and Bcl-2 Bax. In nude mice, corilagin suppressed cholangiocarcinoma growth and downregulated the expression of Notch1 and mammalian target of rapamycin. The aim of this review is to summarize the anticancer efficacy of corilagin with an emphasis on the molecular mechanisms involving various signaling pathways in tumor cells.","PMCID: PMC6767293
PMID: 31546767"
,,leaf,EPIBUBBIALINE,11830997,Molecule 36,O=C1C=C2C3(O1)CC(C(C2)N1C3CCC1)O,C12H15NO3,221.25,16,0,0.75,0,4,1,60.16,49.77,1.79,-0.17,-0.17,0.92,0.6,0.59,-1.1,1.74E+01,7.86E-02,Very soluble,-0.42,8.41E+01,3.80E-01,Very soluble,-0.65,5.00E+01,2.26E-01,Soluble,High,No,Yes,No,No,No,No,No,-7.77,0,0,0,0,0,0.55,0,0,1,4.43,,3300,inactive,***,
,,shoots,FUROSIN,10416810,Molecule 37,OCC1OC(OC(=O)c2cc(O)c(c(c2)O)O)C2C(C1OC(=O)C1=CC(=O)C(C3(C1c1c(C(=O)O2)cc(c(c1O3)O)O)O)(O)O)O,C27H22O19,650.45,46,12,0.33,4,19,10,137.69,316.73,0.57,-2.63,-3.04,-3.06,-2.98,-2.23,-2.14,4.66E+00,7.16E-03,Soluble,-3.47,2.19E-01,3.36E-04,Soluble,0.54,2.25E+03,3.46E+00,Soluble,Low,No,Yes,No,No,No,No,No,-12.14,3,3,1,1,5,0.17,1,3,1,7.19,,620,inactive,"Analysis of the inhibitory mechanisms of furosin revealed that it inhibited the receptor activator of nuclear factor-?B ligand (RANKL)-induced activation of p38 mitogen-activated protein kinase (p38MAPK) and c-Jun N-terminal kinase (JNK)/activating protein-1 (AP-1). Furthermore, furosin reduced resorption pit formation in osteoclasts, which was accompanied by disruption of the actin rings. Taken together, these results demonstrate that naturally occurring furosin has an inhibitory activity on both osteoclast differentiation and function through mechanisms involving inhibition of the RANKL-induced p38MAPK and JNK/AP-1 activation as well as actin ring formation.",https://doi.org/10.1016/j.bbrc.2004.10.197
,,root,HYPOPHYLLANTHIN,182140,Molecule 38,COCC1Cc2cc(OC)c3c(c2C(C1COC)c1ccc(c(c1)OC)OC)OCO3,C24H30O7,430.49,31,12,0.5,8,7,0,115.3,64.61,4.23,3.62,3.65,1.91,4.53,3.59,-4.55,1.22E-02,2.83E-05,Moderately soluble,-4.66,9.32E-03,2.17E-05,Moderately soluble,-6.43,1.61E-04,3.74E-07,Poorly soluble,High,Yes,No,No,No,No,Yes,Yes,-6.36,0,0,0,0,0,0.55,0,0,3,4.89,,500,inactive/active,". HYP and NIR significantly inhibited the protein and gene levels of COX-2 as well as the downstream signaling products of PGE2, TNF-?, and IL-1?. HYP and NIR also suppressed the inhibitors of kappa B (I?B), IkB kinases (Ikk?/?), NF-?B phosphorylation, and I?B degradation. HYP suppressed the phosphorylation of c-Jun N-terminal kinase (JNK), extracellular signal-regulated kinase (ERK), and p38 while NIR only suppressed JNK and ERK but did not have effect on p38. These results demonstrate that HYP and NIR downregulated COX-2, TNF-?, and IL-1? gene expressions in U937 macrophages by interfering with the activation of NF-?B, MAPKs, and Akt. In conclusion, these lignans have potential to be developed as anti-inflammatory agents targeting the NF-?B, MAPK, and PI3K-Akt pathways.","Anti-Inflammatory Effects of Hypophyllanthin and Niranthin Through Downregulation of NF-?B/MAPKs/PI3K-Akt Signaling Pathways
Hemavathy Harikrishnan, Ibrahim Jantan, Md. Areeful Haque & Endang Kumolosasi 
Inflammation volume 41, pages984–995 (2018)Cite this article

868 Accesses

33 Citations

Metrics"
,,leaf ,ISOBUBBIALINE,102003051,Molecule 39,O=C1C=C2C3(O1)CC(C(C2)N1C3CCC1)O,C12H15NO3,221.25,16,0,0.75,0,4,1,60.16,49.77,1.79,-0.17,-0.17,0.92,0.6,0.59,-1.1,1.74E+01,7.86E-02,Very soluble,-0.42,8.41E+01,3.80E-01,Very soluble,-0.65,5.00E+01,2.26E-01,Soluble,High,No,Yes,No,No,No,No,No,-7.77,0,0,0,0,0,0.55,0,0,1,4.43,,3300,inactive,***,
,,leaf ,NORSECURININE,11106439,Molecule 40,O=C1C=C2C3(O1)CC(C=C2)N1C3CCC1,C12H13NO2,203.24,15,0,0.58,0,3,0,58.53,29.54,2.11,0.75,0.63,1.68,1.12,1.26,-1.57,5.44E+00,2.68E-02,Very soluble,-0.95,2.28E+01,1.12E-01,Very soluble,-0.98,2.12E+01,1.04E-01,Soluble,High,Yes,No,No,No,No,No,No,-7.01,0,0,0,0,0,0.55,0,0,1,4.73,,270,inactive,***,
,,leaf ,SECURININE,442872,Molecule 41,O=C1C=C2C3(O1)CC(C=C2)N1C3CCCC1,C13H15NO2,217.26,16,0,0.62,0,3,0,63.33,29.54,2.37,1.1,1.02,1.95,1.35,1.56,-1.88,2.86E+00,1.32E-02,Very soluble,-1.31,1.06E+01,4.86E-02,Very soluble,-1.26,1.19E+01,5.47E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.84,0,0,0,0,0,0.55,0,0,1,4.83,,270,inactive,"The mechanism of securinine-mediated death in p53-deficient cells involves the induction of the p53 family member, p73. Interestingly, the proapoptotic protein p73 is down-regulated in colon cancer cells expressing p53. This differential regulation of p73 in a p53-dependent fashion reveals a novel pathway for preferentially targeting cancer cells. In contrast to p53-deficient cells, cells expressing p53 are protected from cell death through the p53-mediated up-regulation of p21. These studies reveal a novel approach to specifically target colon cancer cells lacking p53 as well as identify a novel clinically relevant pathway to selectively induce p73 in p53-null cells.", DOI: 10.1096/fj.09-148999
Annona atemoya,Lavaniyam,,acetogenin,44306490,Molecule 42,O=C(c1cc(O)c(c(c1)O)O)OC1OC2COC(=O)c3cc(O)c(c(c3c3c(C(=O)OC4C1OC(=O)c1cc(O)c(c5c1C1C(=CC(=O)C(O5)(C1(O)O)O)C(=O)OC24)O)cc(O)c(c3O)O)O)O,C41H28O27,952.64,68,24,0.22,3,27,14,208.1,450.25,-0.34,-0.59,-1.1,-3.45,-3.01,-1.7,-5.44,3.48E-03,3.65E-06,Moderately soluble,-8.39,3.84E-06,4.03E-09,Poorly soluble,-1.39,3.85E+01,4.05E-02,Soluble,Low,No,Yes,No,No,No,No,No,-12.53,3,4,1,1,5,0.17,1,3,1,8.4,,112010,inactive,"acetogenin binding with tyrosine kinase (TK) and regulatory unit (RU) which subsequently resulted in a reduction in EGF induced the survival of PA-1 ovarian cancer cells.Acetogenin binds to Akt at active site comprises of LYS179, GLU191, HIS194,THR195, ASP274, ASN279, THR291, ASP292 with -7.4 Kcal/mol energy and at active site comprises of SER806, LYS808, TYR867, GLU880, ILE881, VAL882, ASP950, ASN951, ILE963, ASP964 residues it significantly binds to PI3K with -7.2 Kcal/mol and combat the complications of breast cancer.",
,,plant  ,"1,2-DISEHYDRONORCOCLAURINE",622629,Molecule 43,Oc1ccc(cc1)CC1=NCCc2c1cc(O)c(c2)O,C16H15NO3,269.3,20,12,0.19,2,4,3,81.44,73.05,1.86,2.17,2.01,1.52,3.49,2.21,-3.19,1.74E-01,6.48E-04,Soluble,-3.34,1.24E-01,4.60E-04,Soluble,-4.46,9.38E-03,3.48E-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.4,0,0,0,0,0,0.55,1,1,0,3,,480,inactive,***,
,,bark ,14-HYDROXY-25-DESOXYROLLINICIN,157009862,Molecule 44,CCCCCCCCCCC(C1CCC(O1)C1CCC(O1)C(C(CCCCCCCCCC(CC1=CC(OC1=O)C)O)O)O)O,C37H66O8,638.92,45,0,0.92,25,8,4,181.26,125.68,7.27,8.54,6.83,3.02,8.47,6.83,-7.53,1.88E-05,2.94E-08,Poorly soluble,-11.05,5.66E-09,8.86E-12,Insoluble,-6.92,7.68E-05,1.20E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.13,1,4,1,1,3,0.55,0,0,3,7.8,,7,inactive,***,
,,bark ,ANONAINE,160597,Molecule 45,c1ccc2c(c1)CC1c3c2c2OCOc2cc3CCN1,C17H15NO2,265.31,20,12,0.29,0,3,1,80.13,30.49,2.76,2.83,2.12,2.83,3.84,2.88,-3.71,5.15E-02,1.94E-04,Soluble,-3.13,1.97E-01,7.44E-04,Soluble,-5.59,6.79E-04,2.56E-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.91,0,0,0,0,0,0.55,0,0,0,3.36,,450,inactive,***,
,,plant,COCLAURINE,160487,Molecule 46,COc1cc2CCNC(c2cc1O)Cc1ccc(cc1)O,C17H19NO3,285.34,21,12,0.29,3,4,3,85.62,61.72,2.55,2.58,1.83,1.84,2.94,2.35,-3.46,9.91E-02,3.47E-04,Soluble,-3.52,8.53E-02,2.99E-04,Soluble,-4.94,3.25E-03,1.14E-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.21,0,0,0,0,0,0.55,0,0,0,2.78,,700,inactive,***,
,,plant,DOPAMINE,681,Molecule 47,NCCc1ccc(c(c1)O)O,C8H11NO2,153.18,11,6,0.25,2,3,3,42.97,66.48,1.27,-0.98,0.6,0.6,0.8,0.46,-0.44,5.51E+01,3.60E-01,Very soluble,0.07,1.80E+02,1.17E+00,Highly soluble,-1.68,3.19E+00,2.08E-02,Soluble,High,No,No,No,No,No,No,No,-7.93,0,1,0,0,1,0.55,1,1,1,1.01,,2859,inactive,***,
,,plant,HCN,768,Molecule 48,C#N,CHN,27.03,2,0,0,0,1,0,6.67,23.79,0.95,0.07,0.14,-1.01,-0.21,-0.01,-0.05,2.40E+01,8.88E-01,Very soluble,-0.12,2.03E+01,7.53E-01,Very soluble,0.36,6.18E+01,2.29E+00,Soluble,High,No,No,No,No,No,No,No,-6.42,0,3,0,0,3,0.55,0,0,1,3.73,,5,inactive,***,
,,plant,HEXADECANOIC-ACID,16213579,Molecule 49,CCCCCCCCCCCCCCCC(=O)O,C16H32O2,256.42,18,0,0.94,14,2,1,80.8,37.3,3.85,7.17,5.55,4.19,5.25,5.2,-5.02,2.43E-03,9.49E-06,Moderately soluble,-7.77,4.31E-06,1.68E-08,Poorly soluble,-5.31,1.25E-03,4.88E-06,Moderately soluble,High,Yes,No,Yes,No,Yes,No,No,-2.77,1,0,1,0,1,0.85,0,0,2,2.31,,900,inactive,"Based on the results of docking studies, it is proposed that the observed cytotoxic activity of N-hexadecanoic acid is due to its interaction with DNA topoisomerase-I and itcould be explored further for its anticancer cytotoxic potential with other cancer drug target proteins.",DOI: 10.3923/ajcb.2017.20.27
,,root,LIRODENINE,417583,Molecule 50,N#Cc1ccc(cc1)P(=O)(P(=O)(c1ccc(cc1)C#N)c1ccccc1)c1ccccc1,C26H18N2O2P2,452.38,32,24,0,5,4,0,128.95,101.34,3.48,4.4,4.67,2.68,4.76,4,-5.64,1.03E-03,2.28E-06,Moderately soluble,-6.25,2.57E-04,5.69E-07,Poorly soluble,-10.03,4.24E-08,9.38E-11,Insoluble,High,No,Yes,No,No,No,No,Yes,-5.94,0,0,0,0,0,0.55,0,1,2,5.14,,1380,inactive," Liriodenine activated the intrinsic pathway by induction of caspase-3 and caspase-9. Involvement of the intrinsic pathway in the mitochondria could be seen, with a significant increase in mitochondrial permeability and cytochrome c release, whereas the mitochondrial membrane potential was decreased. DNA fragmentation occurred at 72 hours upon exposure to liriodenine. The presence of DNA fragmentation indicates the CAOV-3 cells undergo late apoptosis or final stage of apoptosis. Confirmation of apoptosis at the protein level showed overexpression of Bax and suppression of Bcl-2 and survivin. Liriodenine inhibits progression of the CAOV-3 cell cycle in S phase. These findings indicate that liriodenine could be considered as a promising anticancer agent.","PMCID: PMC4362660
PMID: 25792804"
,,Fruit,METHIONINE,6137,Molecule 51,CSCCC(C(=O)O)N,C5H11NO2S,149.21,9,0,0.8,4,3,2,38.22,88.62,1.17,-1.87,0.15,-2.2,-0.15,-0.58,0.68,7.09E+02,4.75E+00,Highly soluble,0.53,5.04E+02,3.38E+00,Highly soluble,-0.23,8.75E+01,5.86E-01,Soluble,High,No,No,No,No,No,No,No,-8.54,0,2,0,0,1,0.55,0,0,1,2.43,,4200,inactive,***,
,,plant,MICHELALBINE,10378981,Molecule 52,OC1c2ccccc2c2c3C1NCCc3cc1c2OCO1,C17H15NO3,281.31,21,12,0.29,0,4,2,81.3,50.72,2.74,1.72,1.29,1.98,2.91,2.13,-3.09,2.28E-01,8.12E-04,Soluble,-2.4,1.12E+00,3.97E-03,Soluble,-4.78,4.65E-03,1.65E-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.79,0,0,0,0,0,0.55,0,0,0,3.64,,450,inactive,***,
,,root,MURICININE,131750994,Molecule 53,COc1ccc2c(c1O)c1c(O)c(OC)cc3c1C(C2)NCC3,C18H19NO4,313.35,23,12,0.33,2,5,3,91.1,70.95,2.73,2.25,1.82,1.52,3.02,2.27,-3.45,1.10E-01,3.51E-04,Soluble,-3.38,1.32E-01,4.21E-04,Soluble,-4.93,3.72E-03,1.19E-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.61,0,0,0,0,0,0.55,0,0,0,3.52,,450,inactive,***,
,,plant,MYRISTIC-ACID,11005,Molecule 54,CCCCCCCCCCCCCC(=O)O,C14H28O2,228.37,16,0,0.93,12,2,1,71.18,37.3,3.32,6.11,4.77,3.69,4.37,4.45,-4.31,1.11E-02,4.86E-05,Moderately soluble,-6.67,4.83E-05,2.11E-07,Poorly soluble,-4.51,7.12E-03,3.12E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-3.35,0,0,1,0,1,0.85,0,0,3,2.09,,900,inactive,***,
,,fruit,NICOTINIC-ACID,938,Molecule 55,OC(=O)c1cccnc1,C6H5NO2,123.11,9,6,0,1,3,1,31.2,50.19,0.86,0.36,0.78,-1.13,0.75,0.32,-1.26,6.81E+00,5.53E-02,Very soluble,-0.98,1.29E+01,1.05E-01,Very soluble,-1.35,5.46E+00,4.44E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.8,0,3,0,0,1,0.85,0,0,1,1,,3720,inactive,"Nicotinic acid and nicotinamide are both precursors of nicotinamide adenine dinucleotide (NAD+), which, in turn, acts as a coenzyme in hundreds of intracellular redox reactions, but also as a substrate of NAD+-degrading enzymes, such as poly (ADP-ribose) polymerases (PARPs), CD38 and sirtuins.1 NAD+ degradation by PARP1/2 allows for PAR production and DNA repair, unless DNA damage is excessive, in which case PARP1/2 activity rather leads to cell demise by apoptosis.2 In addition, other NAD+-utilizing enzymes, such as sirtuins (e.g. SIRT6), also play roles in DNA repair and have tumor suppressive effects.","PMCID: PMC5602294
PMID: 28771080"
,,plant,NORCOCLAURINE,114840,Molecule 56,Oc1ccc(cc1)CC1NCCc2c1cc(O)c(c2)O,C16H17NO3,271.31,20,12,0.25,2,4,4,81.15,72.72,1.84,2.25,1.53,1.6,2.42,1.93,-3.25,1.52E-01,5.60E-04,Soluble,-3.41,1.05E-01,3.86E-04,Soluble,-4.25,1.54E-02,5.68E-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.36,0,0,0,0,0,0.55,1,1,0,2.62,,3350,inactive,***,
,,fruit,PANTOTHENIC-ACID,6613,Molecule 57,OCC(C(C(=O)NCCC(=O)O)O)(C)C,C9H17NO5,219.23,15,0,0.78,7,5,4,52.21,106.86,0.79,-1.08,-1.04,-0.8,-0.44,-0.51,-0.06,1.92E+02,8.77E-01,Very soluble,-0.67,4.64E+01,2.12E-01,Very soluble,-0.2,1.39E+02,6.34E-01,Soluble,High,No,No,No,No,No,No,No,-8.4,0,1,0,0,0,0.56,0,0,1,2.44,,10000,inactive,"Moreover, in mice, supplementation with vitamin B5 increases the efficacy of PD-L1-targeted cancer immunotherapy, and in vitro culture of T cells with CoA enhances their antitumor activity upon adoptive transfer into mice.vitamin B5 and CoA favor the differentiation of CD8+ cytotoxic T cells into interleukin-22 (IL-22)-producing Tc22 cells, likely through fueling mitochondrial metabolism. Importantly, in a small cohort of melanoma patients, the plasma levels of vitamin B5 positively correlate with responses to PD-1-targeted immunotherapy. ","PMCID: PMC8794238
PMID: 35096488"
,,root,RETICULINE,439653,Molecule 58,COc1ccc(cc1O)CC1N(C)CCc2c1cc(O)c(c2)OC,C19H23NO4,329.39,24,12,0.37,4,5,2,97.01,62.16,3.13,3.01,2.18,1.75,2.92,2.6,-3.88,4.30E-02,1.30E-04,Soluble,-3.98,3.45E-02,1.05E-04,Soluble,-4.72,6.25E-03,1.90E-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.17,0,0,0,0,0,0.55,0,0,0,3.07,,700,inactive,"Reticuline had the best docked postures and the highest interactive energy with CRC receptors: TNIK, VEGFR, EGFR and AKT2 with the following binding energy; -96.7, -117.8, -120.2, and -108.3 kcal/mol accordingly.

Conclusion: According to this study, the investigated ligands were successfully docked onto reticuline and coclaurine ligands for drug interaction studies, the calculated binding energy demonstrate their importance as an anti-carcinogenic target. The current findings lay the groundwork for further research into reticuline and coclaurine as a potential CRC therapeutic option.",DOI: 10.9734/jpri/2022/v34i1A35344
,,plant,SALSOLINOL,91588,Molecule 59,CC1NCCc2c1cc(O)c(c2)O,C10H13NO2,179.22,13,6,0.4,0,3,3,54.64,52.49,1.26,1.02,0.6,0.83,1.46,1.03,-1.94,2.08E+00,1.16E-02,Very soluble,-1.71,3.48E+00,1.94E-02,Very soluble,-2.28,9.32E-01,5.20E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.67,0,0,0,0,1,0.55,1,1,1,2.07,,500,inactive,***,
,,fruit,TRYPTOPHAN,6305,Molecule 60,OC(=O)C(Cc1c[nH]c2c1cccc2)N,C11H12N2O2,204.23,15,9,0.18,3,3,3,57.36,79.11,0.94,-1.06,1.12,-1.66,1.53,0.17,-0.68,4.22E+01,2.07E-01,Very soluble,-0.11,1.58E+02,7.72E-01,Very soluble,-2.76,3.57E-01,1.75E-03,Soluble,High,No,No,No,No,No,No,No,-8.3,0,0,0,0,0,0.55,0,0,1,2.09,,80,inactive,"tryptophan supplemental may benefit IDO inhibitors and PD-1 blockade during anticancer treatments.Tryptophan and IDO inhibitors administration, both increased intracellular tryptophan, and tryptophanyl-tRNA synthetase (WARS) overexpression decreased Jurkat and mice CD8+ T cell surface PD-1. Mechanistically, WARS tryptophanylated lysine 1136 of and activated E3 ligase TRIP12 to degrade NFATc1, a PD-1 transcription activator. SIRT1 de-tryptophanylated TRIP12 and reversed the effects of tryptophan and WARS on PD-1.","Basic tumor immunology
Original research
Tryptophan potentiates CD8+ T cells against cancer cells by TRIP12 tryptophanylation and surface PD-1 downregulation 
Rui Qin1, Chen Zhao1, Chen-Ji Wang1, Wei Xu2,3, Jian-Yuan Zhao2,3, Yan Lin2,3, Yi-Yuan Yuan2,3, Peng-Cheng Lin4, Yao Li1, http://orcid.org/0000-0002-3674-9107Shimin Zhao1,2 and Yan Huang1
Correspondence to Dr Shimin Zhao; zhaosm@fudan.edu.cn; Dr Yao Li; yaoli@fudan.edu.cn; Dr Yan Huang; huangyan@fudan.edu.cn"
Mappia foetida,kalgur or Narkya,,camptothecin,24360,Molecule 61,CCC1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,C20H16N2O4,348.35,26,16,0.25,1,5,1,95.31,81.42,2.49,1.74,1.82,1.64,3.29,2.2,-3.49,1.14E-01,3.27E-04,Soluble,-3.07,2.99E-01,8.58E-04,Soluble,-5.83,5.20E-04,1.49E-06,Moderately soluble,High,No,Yes,Yes,No,Yes,No,Yes,-7.19,0,0,0,0,0,0.55,0,0,0,3.84,,50,inactive,Camptothecin is a topoisomerase I inhibitor. CPT altered the cellular localization of WRN and induced its degradation by a ubiquitin-mediated proteasome pathway.,
,,,9-methoxycamptothecin,123617,Molecule 62,CCC1(O)C(=O)OCc2c1cc1c3nc4cccc(c4cc3Cn1c2=O)OC,C21H18N2O5,378.38,28,16,0.29,2,6,1,101.81,90.65,2.94,1.71,1.83,1.33,3.34,2.23,-3.55,1.06E-01,2.79E-04,Soluble,-3.23,2.23E-01,5.90E-04,Soluble,-5.93,4.43E-04,1.17E-06,Moderately soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-7.39,0,0,0,0,0,0.55,0,0,1,3.95,,50,inactive,***,
,,,24-methylenecycloartanol,94204,Molecule 63,C=C(C(C)C)CCC(C1CCC2(C1(C)CCC13C2CCC2C3(C1)CCC(C2(C)C)O)C)C,C31H52O,440.74,32,0,0.94,5,1,1,139.95,20.23,5.2,10.31,8.41,7.12,7.93,7.8,-8.74,8.06E-07,1.83E-09,Poorly soluble,-10.67,9.32E-09,2.11E-11,Insoluble,-7.26,2.42E-05,5.48E-08,Poorly soluble,Low,No,No,No,No,No,No,No,-1.67,1,3,0,1,2,0.55,0,1,2,6.36,,5000,inactive,***,
Withania somnifera,Ashwagandha,root extract,withanolide A,11294368,Molecule 64,CC1=C(C)C(=O)OC(C1)C(C1CCC2C1(C)CCC1C2C2OC2C2(C1(C)C(=O)C=CC2)O)(O)C,C28H38O6,470.6,34,0,0.79,2,6,2,127.53,96.36,3.39,3.25,3.5,2.75,3.78,3.33,-4.67,9.99E-03,2.12E-05,Moderately soluble,-4.95,5.31E-03,1.13E-05,Moderately soluble,-3.78,7.85E-02,1.67E-04,Soluble,High,No,Yes,No,No,No,No,No,-6.86,0,1,0,0,0,0.55,0,1,1,6.39,,34,inactive,"Withaferin A, inhibits the pro-metastatic protein, vimentin. It inhibits Hsp90 in pancreatic cancer .Withaferin A activates TRIM16 for its anti-cancer activity in melanoma.Pathway Analysis and Western blot and indicate that WA targets protein networks that are specific for monoclonal gammopathy of undetermined significance (MGUS) and other closely related disorders, such as multiple myeloma (MM) and Waldenström macroglobulinemia (WM). By blocking the PSMB10 proteasome subunit, downregulation of ANXA4, potential association with HDAC6 and upregulation of HMOX1, WA puts a massive blockage on both proteotoxic and oxidative stress responses pathways, leaving cancer cells defenseless against WA induced stresses.Exposure of human breast cancer (MDA-MB-231 and MCF-7) cells with varying concentrations of withaferin-A resulted in the apoptosis induction characterized by the cleavage of poly-(ADP-ribose)-polymerase, and the condensation and fragmentation of DNA without inducing similar effects in MCF-10A cells. The apoptosis induction in these cells was associated with decreased expression of Bcl-2 and increased expression of Bim-S and Bim-EL that was negated upon silencing with forkhead box O3a (FOXO3a), a transcriptional regulator of Bim . Moreover, incubation of MDA-MB-231 and MCF-7 cells in presence of withaferin-A resulted in the suppression of X-linked inhibitor of apoptosis (XIAP), cIAP-2, and survivin protein levels+B9",
